id,naslov,leto,ocena,oznaka,cas,opis,cena,zasluzek
0046754,The Barefoot Contessa,1954,6.9,Approved,128,"This is the life of a Hollywood movie star named Maria, as told by writer/director Harry Dawes, from being discovered in Madrid, Spain, until her funeral in Italy.",,17018
0046808,Broken Lance,1954,6.9,Approved,96,"The saga of the Devereaux rancher family, set in 1880&apos;s Arizona.",2000000,
0046806,The Bridges at Toko-Ri,1954,6.7,Approved,102,"Set during the Korean War, a Navy fighter pilot must come to terms with with his own ambivalence towards the war and the fear of having to bomb a set of highly defended bridges. The ending of this grim war drama is all tension.",,12556
0047086,The High and the Mighty,1954,6.6,Approved,147,"When a commercial airliner develops engine problems on a trans-Pacific flight and the pilot loses his nerve, it is up to the washed-up co-pilot Dan Roman to bring the plane in safely.",1470000,4334
0047580,Trije novcici v vodnjaku,1954,6.2,Approved,102,"Three American women working in Rome, Italy share a spacious apartment and the desire to find love and marriage. Each one experiences a few bumps in her journey to romance.",,
0048028,Vzhodno od raja,1955,7.8,PG,118,"Two brothers in 1910s California struggle to maintain their strict, Bible-toting father&apos;s favor as an old secret about their long-absent mother comes to light.",,25181
0048356,Marty,1955,7.7,Approved,90,A middle-aged butcher and a school teacher who have given up on the idea of love meet at a dance and fall for each other.,343000,
0048380,Mister Roberts,1955,7.6,Approved,123,"In the waning days of World War II, the cargo officer of a Navy supply ship chafes at its role far from the action in the Pacific&apos;s backwater areas, his frustration rising when its captain denies the crew liberty over petty irrita...",,
0048728,Ujeti tatu,1955,7.4,PG,106,A retired jewel thief sets out to prove his innocence after being suspected of returning to his former occupation.,2500000,6367
0048191,I&#x27;ll Cry Tomorrow,1955,7.2,Approved,117,"Susan Hayward stars as singer-actress Lillian Roth, whose rise to stardom was nearly destroyed by alcoholism.",2147000,
0048317,Love Me or Leave Me,1955,7.1,Approved,122,"A fictionalized account of the career of jazz singer Ruth Etting and her tempestuous marriage to gangster Marty Snyder, who helped propel her to stardom.",2760000,193
0048445,Oklahoma!,1955,7.0,G,145,"In Oklahoma, several farmers, cowboys and a traveling salesman compete for the romantic favors of various local ladies.",5000000,16133
0048491,Picnic,1955,7.0,PG,115,Emotions are ignited among the complacent townsfolk when a handsome drifter arrives in a small Kansas community on the morning of the Labor Day picnic.,,
0048563,The Rose Tattoo,1955,6.9,Approved,117,A Sicilian seamstress who idolizes her husband must deal with several family crises upon his sudden death.,,
0048210,Interrupted Melody,1955,6.7,Approved,106,"This movie chronicles Australian-born opera star Marjorie Lawrence&apos;s success, her battle with polio, and her eventual career comeback.",2367000,
0048316,Love Is a Many-Splendored Thing,1955,6.4,Approved,102,A widowed Chinese-English doctor falls in love with a married American correspondent in Hong Kong during China&apos;s Communist Revolution.,1780000,29341
0049833,Deset zapovedi,1956,7.9,G,220,"Moses, raised as a prince of Egypt in the Pharaoh&apos;s household, learns of his true heritage as a Hebrew and his divine mission as the deliverer of his people from slavery.",13282712,65500755
0049261,Velikan,1956,7.6,G,201,Sprawling epic covering the life of a Texas cattle rancher and his family and associates.,5400000,32856387
0049778,Somebody Up There Likes Me,1956,7.5,Approved,113,"Boxer Rocky Graziano&apos;s biopic, based on his autobiography, from childhood to his World Middleweight Championship title win at age 28 in 1947.",1920000,9528
0049777,The Solid Gold Cadillac,1956,7.5,Approved,99,A minority stockholder takes on the crooked board of directors at a billion dollar corporation.,,
0049470,"Mož, ki je vedel preveč",1956,7.4,PG,120,"An American doctor and his wife, a former singing star, witness a murder while vacationing in Morocco, and are drawn into a twisting plot of international intrigue when their young son is kidnapped.",2500000,8645
0049408,The King and I,1956,7.4,G,133,A widow accepts a job as a live-in governess to the King of Siam&apos;s children.,4550000,21310398
0049966,Zapisano v vetru,1956,7.4,Approved,99,"Alcoholic playboy Kyle Hadley marries the woman secretly loved by his poor but hard-working best friend, who in turn is pursued by Kyle&apos;s nymphomaniac sister.",,14163
0049456,Sla po zivljenju,1956,7.3,Approved,122,The life of brilliant but tortured artist Vincent van Gogh.,3227000,
0048947,Anastasia,1956,7.0,Approved,105,"An opportunistic businessman tries to pass off a mysterious impostor as the Grand Duchess Anastasia, and she is so convincing that even the biggest skeptics believe her.",3520000,
0049518,Le monde du silence,1956,6.9,,86,A documentary about the undersea explorers and how they penetrate into the underwater world.,,
0048960,Around the World in Eighty Days,1956,6.7,G,167,A Victorian Englishman bets that with the new steamships and railways he can circumnavigate the globe in eighty days.,6000000,42009549
0049030,The Brave One,1956,6.5,Approved,100,"A young boy named Leonardo adopts a bull after saving it during a storm, but their friendship is soon threatened by the legal owners of the animal who claim ownership of it and ship it off to the bullring to face a legendary bullf...",,
0050212,Most na reki Kwai,1957,8.1,PG,161,"British POWs are forced to build a railway bridge across the river Kwai for their Japanese captors in occupied Burma, not knowing that the allied forces are planning a daring commando raid through the jungle to destroy it.",3000000,27200463
0050783,Cabirijine noči,1957,8.1,Not Rated,110,A waifish prostitute wanders the streets of Rome looking for true love but finds only heartbreak.,,770704
0050356,Obračun na Atlantiku,1957,7.4,Approved,98,"During WWII an American destroyer discovers a German U-boat, and in the ensuing duel the American captain must draw upon all his experience to defeat the equally experienced German commander.",1910000,
0051077,The Three Faces of Eve,1957,7.2,Approved,91,A doctor treats a woman suffering from Multiple Personality Disorder.,965000,
0050933,Sayonara,1957,7.0,Approved,147,A US Air Force major in Kobe confronts his own opposition to marriages between American servicemen and Japanese women when he falls for a beautiful performer.,,
0050569,The Joker Is Wild,1957,7.0,Approved,126,"Frank Sinatra plays Joe E. Lewis, a famous comedian of the 1930s-50s. When the movie opens, Lewis is a young, talented singer who performs in speakeasies. When he bolts one job for another, the mob boss who owns the first speakeas...",,
0050306,Designing Woman,1957,6.7,Approved,118,"A sportswriter and a fashion-designer marry after a whirlwind romance, and discover they have little in common.",,
0050631,Les Girls,1957,6.6,Approved,114,The former members of a dance troupe are suing because of recently published memoirs. Each one insists on own point of view.,,
0050109,Albert Schweitzer,1957,6.0,Approved,85,"This biographical drama/documentary narrative written by Dr. Albert Schweitzer and spoken by Fredric March, traces the life of Dr. Schweitzer (with actors playing the characters), from his birth in France up to about the age of 30...",,
0051411,The Big Country,1958,7.9,Approved,166,"A New England sea captain in the 1880s arrives at his fiancée&apos;s sprawling Texas ranch, where he becomes embroiled in a feud between two families over a valuable patch of land.",,
0050706,Moj stric,1958,7.7,Not Rated,116,"Monsieur Hulot visits the technology-driven world of his sister, brother-in-law, and nephew, but he can&apos;t quite fit into the surroundings.",250000,85822
0051525,The Defiant Ones,1958,7.6,Approved,96,"Two chained-together escaped convicts, White and Black, must learn to get along in order to elude capture.",778000,
0051758,I Want to Live!,1958,7.5,Approved,120,"A prostitute, sentenced to death for murder, pleads her innocence.",1383578,
0053226,Room at the Top,1958,7.5,Not Rated,117,An ambitious young accountant plots to wed a wealthy factory owner&apos;s daughter despite falling in love with a married older woman.,280000,
0052182,Separate Tables,1958,7.4,Approved,100,The stories of several people are told as they stay at a seaside hotel in Bournemouth which features dining at &quot;Separate Tables.&quot;,,
0052027,The Old Man and the Sea,1958,6.9,Not Rated,86,An old Cuban fisherman&apos;s dry spell is broken when he hooks a gigantic fish that drags him out to sea.,5000000,67740
0052225,South Pacific,1958,6.8,Approved,157,"On a South Pacific island during World War II, love blooms between a young nurse and a secretive Frenchman who&apos;s being courted for a dangerous military mission.",6000000,476564
0051658,Gigi,1958,6.6,G,115,"Weary of the conventions of Parisian society, a rich playboy and a youthful courtesan-in-training enjoy a platonic friendship which may not stay platonic for long.",3319355,
0052427,Tom Thumb,1958,6.4,G,98,"A boy (Russ Tamblyn), no bigger than a thumb, manages to outwit two thieves (Terry-Thomas and Peter Sellers) determined to make a fortune from him.",,
0052389,White Wilderness,1958,5.3,Approved,72,The wildlife of the arctic is explored in this true-life adventure.,,
0053291,Nekateri so za vroče,1959,8.2,Approved,121,"After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.",2883848,200464
0052618,Ben Hur,1959,8.1,G,212,"After a Jewish prince is betrayed and sent into slavery by a Roman friend in 1st-century Jerusalem, he regains his freedom and comes back for revenge.",15000000,74437981
0053268,Serengeti darf nicht sterben,1959,7.8,,85,The borders of the Serengeti National Park in Tanzania were initially drawn without considering the herds of grass-eating wild animals. The recording of seasonal animal movements by the film team at the end of the 1950s forms the ...,,
0053172,Pillow Talk,1959,7.4,Approved,102,An interior decorator and a playboy songwriter share a telephone party line and size each other up.,,10265
0052738,The Diary of Anne Frank,1959,7.4,Approved,180,"During World War II, a teenage Jewish girl named Anne Frank and her family are forced into hiding in the Nazi-occupied Netherlands.",3800000,
0053146,Orfeu Negro,1959,7.4,PG,100,"A retelling of the Orpheus and Eurydice myth, set during the time of the Carnaval in Rio de Janeiro.",,
0053182,Porgy and Bess,1959,7.0,Not Rated,138,A woman whose past is scorned by nearly everyone around her meets a man who&apos;d love her regardlessly- if only everyone else would allow them to.,7000000,
0052896,A Hole in the Head,1959,6.2,Approved,120,"Widower Tony is trying to keep a small Miami hotel afloat while raising a 12-year-old son. He&apos;s forced to ask his harried brother Mario for help, but he&apos;ll only bail Tony out if he quits his bohemian lifestyle and marries a sensib...",,
0053604,Apartma,1960,8.3,Approved,125,"A Manhattan insurance clerk tries to rise in his company by letting its executives use his apartment for trysts, but complications and a romance of his own ensue.",3000000,18778738
0053779,Sladko zivljenje,1960,8.0,Not Rated,174,A series of stories following a week in the life of a philandering tabloid journalist living in Rome.,,217420
0053976,Jungfrukällan,1960,8.0,Not Rated,89,"In 14th-century Sweden, an innocent yet pampered teenage girl and her family&apos;s pregnant and jealous servant set out from their farm to deliver candles to church, but only one returns from events that transpire in the woods along t...",,1911
0054331,Spartak,1960,7.9,PG-13,197,"The slave Spartacus survives brutal training as a gladiator and leads a violent revolt against the decadent Roman Republic, as the ambitious Crassus seeks to gain power by crushing the uprising.",12000000,1844917
0053793,Elmer Gantry,1960,7.7,Approved,146,"A fast-talking traveling salesman with a charming, loquacious manner convinces a sincere evangelist that he can be an effective preacher for her cause.",3000000,64
0054749,La ciociara,1960,7.7,Not Rated,101,"In WWII Italy, a widow and her lonely daughter seek distance between themselves and the horrors of war.",,14062
0054387,The Time Machine,1960,7.5,G,103,A man&apos;s vision for a utopian society is disillusioned when travelling forward into time reveals a dark and dangerous society.,750000,5902
0054195,Pollyanna,1960,7.4,G,134,A young girl comes to an embittered town and confronts its attitude with her determination to see the best in life.,,
0054198,Nikoli v nedeljo,1960,7.3,Not Rated,91,An American scholar in Greece sets about improving the prostitute with whom he is infatuated.,151000,
0054326,Sinovi in ljubimci,1960,7.1,Approved,103,A young man with artistic talent lives in a close-knit coal-mining town and finds himself inhibited by his emotionally manipulative mother.,500000,
0053580,The Alamo,1960,6.8,Approved,162,"In 1836, a small band of soldiers sacrifice their lives in hopeless combat against a massive army in order to prevent a tyrant from smashing the new Republic of Texas.",12000000,6334
0053804,Exodus,1960,6.7,Approved,208,"The State of Israel is created in 1948, resulting in war with its Arab neighbors.",4000000,12634
0053622,BUtterfield 8,1960,6.3,Not Rated,109,"A beautiful New York model and socialite enjoys a very active night-life, but all things change when she falls for a married man and the consequences are tragic.",2800000,8722
0053810,The Facts of Life,1960,6.3,Approved,103,Sophisticated comedy with Larry and Kitty leaving their spouses for an interlude together.,,
0054993,The Horse with the Flying Tail,1960,6.1,G,48,"A palimino cow pony, through a series of owners and adventures becomes a champion mount for one of the US equestrian team.",,
0054324,Song Without End,1960,6.0,Not Rated,141,"The romantic story of Hungarian pianist Franz Liszt (Sir Dirk Bogarde), whose scandalous love affair forced him to abandon his adoring audiences.",,
0055031,Sojenje v Nürnbergu,1961,8.3,Approved,179,"In 1948, an American court in occupied Germany tries four Nazis judged for war crimes.",3000000,12180
0054997,Hazarder,1961,8.0,Approved,134,An up-and-coming pool player plays a long-time champion in a single high-stakes match.,2125000,
0055499,Såsom i en spegel,1961,7.9,Not Rated,90,"Recently released from a mental hospital, Karin rejoins her emotionally disconnected family in their island home, only to slip from reality as she begins to believe she is being visited by God.",,8939
0055913,Divorzio all&#x27;italiana,1961,7.9,Approved,105,"A married Sicilian baron falls in love with his cousin and vows to wed her, but with divorce illegal he must concoct a crime of passion to do away with his wife.",,131467
0055471,Splendor in the Grass,1961,7.7,Approved,124,"The love of high school sweethearts Deanie and Bud is weighed down by the oppressive expectations of their parents and society in smalltown Kansas in 1928, threatening the future of their relationship.",,
0054698,Zajtrk pri Tiffany,1961,7.6,Approved,115,"A young New York socialite becomes interested in a young man who has moved into her apartment building, but her past threatens to get in the way.",2500000,593493
0055614,Zgodba z zahodne strani,1961,7.6,Approved,153,"Two youngsters from rival New York City gangs fall in love, but tensions between their respective friends build toward tragedy.",6000000,44134757
0054953,Navaronska topova,1961,7.5,Not Rated,158,"A team of Allied saboteurs is assigned an impossible mission: infiltrate an impregnable Nazi-held Greek island and destroy the two enormous long-range field guns that prevent the rescue of 2,000 trapped British soldiers.",6000000,20616
0053714,Le ciel et la boue,1961,7.1,,92,"In September, 1959, six Europeans leave Cook&apos;s Bay on the southern coast of Dutch New Guinea, now West Papua or Irian Jaya, to trek north to the far side of the island. The journey (450 miles, as a crow flies) across unmapped terr...",,
0056592,Ubiti ptico oponašalko,1962,8.3,Approved,129,"Atticus Finch, a widowed lawyer in Depression-era Alabama, defends a Black man against an undeserved rape charge, and tries to educate his young children against prejudice.",2000000,599146
0056172,Lawrence Arabski,1962,8.3,PG,218,"The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks.",15000000,45752083
0056241,The Miracle Worker,1962,8.1,Approved,106,The story of Anne Sullivan&apos;s struggle to teach the blind and deaf Helen Keller how to communicate.,500000,4139
0056687,What Ever Happened to Baby Jane?,1962,8.0,Approved,134,A former child star torments her paraplegic sister in their decaying Hollywood mansion.,980000,916
0055895,Dnevi vina in vrtnic,1962,7.8,Approved,117,An alcoholic marries a young woman and systematically addicts her to booze so that they can share his &quot;passion&quot; together.,,2031
0055910,Les dimanches de Ville d&#x27;Avray,1962,7.8,Not Rated,111,Story of a lonely young girl who is befriended by an innocent but emotionally disabled veteran of the French Indochina War.,,
0056197,Najdaljši dan,1962,7.7,G,178,"The events of D-Day, told on a grand scale from both the Allied and German points of view.",10000000,
0056262,The Music Man,1962,7.7,G,151,Traveling con artist Harold Hill targets the naïve residents of a small town in 1910s Iowa by posing as a boys&apos; band leader to raise money before he can skip town.,4240000,
0056541,Sweet Bird of Youth,1962,7.2,Approved,120,"A drifter and a faded film star, both traumatized by Hollywood, arrive to the guy&apos;s hometown, where the old bitter memories revive again.",,
0056085,How the West Was Won,1962,7.1,G,164,"A family saga covering several decades of Westward expansion in the 19th century, including the Gold Rush, the Civil War, and the building of the railroads.",15000000,76729
0055801,Black Fox: The True Story of Adolf Hitler,1962,6.9,,89,The rise and fall of Nazi Germany in part through the use of classical allegory.,,
0056700,Cudezni svet bratov Grimm,1962,6.4,G,135,"The story of Wilhelm and Jacob Grimm, and three of their stories.",6250000,
0056801,Osem in pol,1963,8.0,Not Rated,138,A harried movie director retreats into his memories and fantasies.,,199215
0057163,Hud,1963,7.8,Approved,112,"Honest, hard-working Texas rancher Homer Bannon has a conflict with his unscrupulous, selfish, arrogant, egotistical son Hud, who sank into alcoholism after accidentally killing his brother in a car crash.",2500000,
0056825,America America,1963,7.7,Approved,174,A young Greek stops at nothing to secure a passage to America.,,
0057193,"It&#x27;s a Mad, Mad, Mad, Mad World",1963,7.5,Approved,210,"A group of motorists witnesses a car crash in the California desert, and after the driver&apos;s dying words indicate the location of a hidden stash of loot, they turn against each in a race across the state to get to it.",9400000,46333064
0057251,Lilies of the Field,1963,7.5,Approved,94,A travelling handyman becomes the answer to the prayers of nuns who wish to build a chapel in the desert.,240000,
0057187,Irma la Douce,1963,7.3,Approved,147,"When a policeman falls in love with a prostitute, he doesn&apos;t want her to see other men, so he creates an alter-ego who will be her only customer.",5000000,52
0057171,"Ieri, oggi, domani",1963,7.2,Not Rated,118,Stories about three very different women and the men they attract.,,
0056937,Kleopatra,1963,7.0,Approved,192,Queen Cleopatra VII of Egypt experiences both triumph and tragedy as she attempts to resist the imperial ambitions of Rome.,44000000,57778494
0057400,Papa&#x27;s Delicate Condition,1963,6.5,Approved,98,"If Jack Griffith&apos;s wife doesn&apos;t like the color of a neighbor&apos;s house, he&apos;ll arrange for it to be a house of a different color. If the owner of the ice cream parlor doesn&apos;t believe in selling triple banana splits for a penny, Jack ...",,
0057590,Tom Jones,1963,6.4,Not Rated,129,The romantic and chivalrous adventures of adopted bastard Tom Jones in 18th-century England.,1000000,
0057634,The V.I.P.s,1963,6.3,Not Rated,119,"As fog delays departure for a group of travelers bound for New York City, they wait at the lounge of London&apos;s Heathrow airport, each passenger at a moment of crisis in his or her life.",4000000,
0058331,Mary Poppins,1964,7.8,G,139,"In turn of the century London, a magical nanny employs music and adventure to help two neglected children become closer to their father.",6000000,103117555
0057877,Becket,1964,7.8,PG-13,148,"King Henry II of England comes to terms with his affection for his close friend and confidant Thomas Becket, who finds his true honor by observing God&apos;s divine will rather than the King&apos;s.",3000000,149327
0058385,Moja draga dama,1964,7.7,G,170,"In 1910s London, snobbish phonetics professor Henry Higgins agrees to a wager that he can make crude flower girl, Eliza Doolittle, presentable in high society.",17000000,72638543
0058150,Goldfinger,1964,7.7,Approved,110,"While investigating a gold magnate&apos;s smuggling, James Bond uncovers a plot to contaminate the Fort Knox gold reserve.",3000000,51210705
0057831,Grk Zorba,1964,7.6,Not Rated,142,"An uptight English writer travelling to Crete, on a matter of business, finds his life changed forever when he meets the gregarious Alexis Zorba.",783000,516
0058404,The Night of the Iguana,1964,7.6,Approved,125,An ostracized Episcopal clergyman leads a busload of middle-aged Baptist women on a tour of the Mexican coast and comes to terms with the failure haunting his life.,3000000,4357
0058364,Svet brez sonca,1964,7.4,,93,"Fascinating underwater documentary filmed with hand-held cameras by frogmen and mostly filmed in deep-water seas from within a special designed batiscaff, by the Cousteau family of sea explorers.",,
0058092,Father Goose,1964,7.3,Approved,118,"During World War II, a man persuaded to live on an isolated island and spot aircraft finds himself responsible for a teacher and several students, all female.",,
